review,positive
Everything was great,False
Our room was ready earlier than expected and everything was clean. The place is really comfortable and quiet!,True
super clean,True
"Amsterdam is quite small comparing to other capitals, but if you arrive with public transport it is not the best location since is a bit far from the historical center.",False
Everything brand new with modern style.,True
"The rooms are great big and new, worth my stay ! 🫶🏻🫶🏻🫶🏻",True
Everything was perfect.,False
"The high tech hotel was amazing, very clean and comfortable linen, excellent design. I will definitely return when in Amsterdam. Major asset its closeness to the metro, 10 mins from central station.",True
"The temperature control, even when set at the lowest the room was way to hot and it made getting a good night's sleep difficult.",False
"Lovely modern room with a great big comfy bed! Loved the Ipad and the electronic blinds, perfect for someone who loves a dark room at night!",True
I love everything ❤️.  It was a wholesome experience at RUBY.   From the self check in to the smart rooms and all.  Close to a Metro station also. Our stay was definitely worth it!!,True
the ipad :),False
the room was very nice,True
the parking is a bot expensive,False
the rooms are cozy and comfortable,True
It would be nice if we could have complimentary water as it quite expensive in the vending machine (however there is a corner shop 1 minute walk away so it was fine!),False
"The rooms were amazing! Very clean, tidy bed, incredible view, beautiful bathroom and shower with a very luxurious modern look. The speaker in the room was also very high quality and this made it an even better experience as you could play music due to the rooms being soundproof. The hotel itself is impeccable and beautiful, definitely going to be staying here again!   Train station is 2min walk away and easy to use (even accepts contactless), took about 15 mins to get to the city centre.   One of the highlights of our trip was the extraordinary service given by RISHI and COP. They made sure we felt at home, greeted us with nothing but kindness and respect, and were there to accommodate us with anything we needed. They even recommended us different places to visit and they did not disappoint. Incredible guys! Big respect to RISHI and COP, and the rest of the staff.",True
n/a,False
room,True
the staff seemed a bit cold with us. When we arrived they didn’t seem very welcoming.,False
the hotel room was beautiful and very spacious. the beds were extremely comfy and all facilities were good.,True
"when u walk out the main door the wind just kind of hits u quite strong exp when i came during Christmas but thats it And it's something that the hotel cant rly control, qlso I wished there will be hotel slippers provided but it isnt a big issue. Check in was a little hard, had to get help from staff but they were nice about it :)",False
"Location is great because its close to the metro station . Love that there are grocery shop, mcdonalds nearby. The buttons in the room r super nice, easy to control while still laying in bed",True
very clean and the staff great and professional .  All the best!!!!,True
nothing,False
"really clean, comfy bed and relaxing environment. would deffo stay again and recommend.",True
"Modern do it yourself check in. This might be the future and advertised to be comfortable and time saving, but at the end it is simply cost saving and impersonal. That provides a very cheap hostel feeling, not at all representing the greatness of this hotel. Reception? There is simply no reception. Just a bar table with an apple and some bar staff who might help you if you accept some waiting time. There is a bit of a youngster start up arrogance in the air.",False
"Top modern design, amazing bathroom, all to our comfort. Large rooms. Smart lighting and entertainment system. Free coffee and tea facilities, vending machines and ironing room on every floor.  Close to metro 'Spaklerweg' and Amstel served by 3 lines.",True
Not applicable cause I loved it all x,False
"Everything! The room was gorgeous, the views were outstanding. The rainfall showed was perfection and guys… the placement of that bath was everything. Staff were fantastic, had an issue with the tv in our room but the man at reception got it sorted asap.",True
The noise from the trains outside. Cannot be avoided,False
"The metro was directly across the road very easy access to Amsterdam City and the airport   Very modern hotel, amazing facilities",True
The wc room is something what I didnt't like personally. But it is a matter of taste. As stated the shower cabin stands alone and the toilet is a separate room.,False
"A brand new hotel with wonderful ambience in Spaklerweg metro station neighborhood. basically it is 5 mins by feet from metro to the hotel which makes reaching any part of Amsterdam easy and comfortable. The neighborhood around the hotel is brand new and pleasant, you will find little cafe and supermarket like 3 min walk. Location, close proximity to Metro station and 15 min ride to Amsterdam Centraal makes it perfect for both business and leaisure.  Modern, very spacious rooms, equipped with design furnitures and all see-through shower cabin in the middle of the room makes it a bit kinky but brings you a real Amsterdam vibe.  Easy check-in: digital self-check-in-desk. Great lobby bar and lobby facilities. A variety of nice beers and cocktails.",True
No option to open windows for fresh air (or just didnt find it).,False
"Everything was so perfect. The room was magical, bathtub, bed, lights, i am even obsessed with the shower products Ruby offers. The localization was also very comfortable to get into the city. 10/10",True
Fantastic hotel,True
"- There wasn't a proper shower room, instead there was a frosted glass dividing the bedroom and shower though due to mirror placement it could be possible to see the person in the shower which can be awkward if you're not close friends.",False
"Very friendly and welcoming staff at check-in.  - Large windows with view over the neighbourhood and self closing blinds in the bedroom.  - Easily adjustable Temperature and lighting.  - Large flatscreen TV with airplay and chromecast for easy connectivity. They also had good wifi.  - Comfy beds, clean linen and towels.   - Large shower with two different types of showerheads.  - Shampoo and Conditioner provided.  - Charging ports by bed.   - Large desk and mirror so it's easy to do your makeup.   - In a very quiet neighbourhood away from the centre of Amsterdam.  - Only 10 minutes by metro to Centraal station (metro is very easy to navigate so I recommend staying here just to escape the busy city)",True
"Recommended. I stay regularly in this hotel. Well connected to the city centre. Rooms are comfortable, modern and very clean",True
"The self check-in is neat, but I missed the human contact, a smiling face from hotel staff upon the entrance and feeling welcome on my arrival, however that didn't affect my overall stay.",False
"I loved the room. I had truly amazing accommodation experience. Each room has it's own iPad from which you can control room temperature, different lighting, and window viewing.   Great room feature was also Marshall Bluetooth speaker with perfect sound.  Metro station is one minute away, which is a great advantage.   Loved the scent of the soap and shower gel :)",True
the view was not directly into the city but still good,False
"the room was just amazing, the roomdesign was very tastefull.",True
That we had to leave. Construction noise outside but this isn't the hotel's fault and won't be permanent.,False
Beautiful hotel with great facilities - very clean. The beds were amazingly comfortable. Staff were so friendly and helpful.,True
nothing,False
the modern room,True
"It would be nice to offer some more bathroom amenities like extra large bath towels, a shower cap and bath foam.",False
The loft comes with an amazing bathtub which is perfect after a cold day in Amsterdam city. The beds are super comfortable and breakfast is delicious!,True
The high technology how everything works.,True
What I didn't like was the construction that is beside the hotel. The whole street is torn up. The noise was not bothersome but because you are swerving in and out it is easy to miss the turn off which we did and had to spend 15 minutes driving around to get back to it. This would have been nice to know beforehand. This construction will also be for a bit as it is extensive. It did not bother us in any other way outside of having to do a bit more driving as we missed the turnoff.,False
"This hotel is a great place to stay as it is not in the city but is a 5 minute walk to the metro which takes you to the Central Station of downtown Amsterdam. It provided a comfortable, quiet retreat with friendly staff. We also got the free drinks when you choose not to have daily room service. It helps to be tech savvy as you can control the lights, temperature and tv controls with the I Pad that is stationed in each room. Also provides easy instructions for streaming. The shower had lots of pressure. The parking required a bit of tech savvy but was great and easy once we sorted it out.",True
no room service,True
nothing,False
the comfort and how clean and modern was amazing. staff lovely and location great. good value for money. would stay here again,True
"The breakfast was disapointing. No good ratio of costs, quality and selections",False
it is a nice and modern Hotel equiped with high digitalization from check-in up to the steering of room equipment,True
location is far,False
"modernity, minimalism",True
wee bit too far out,False
very modern and very well looked after and that there was a metro station so close,True
"Don’t normally leave reviews, but just back home from the Ruby Emma hotel and we were delighted with our stay. The hotel was amazing, our room was very spacious, clean and modern. The hotel has vending machines and ironing facilities on floors 2-6 which was great. The shower was excellent and the bed was very comfy. We loved the fact the room has a music speaker and Tv was easy to work. The best part of the room was the electric blinds which completely blacked the room out to get a great nights sleep. The metro is a 2 minute walk and straight into the city centre. A great little supermarket underneath the hotel and McDonald’s beside which was a (nice) surprise!   Would 100% stay again. So relaxed.",True
no iron in the room,False
everything,True
didn’t serve food in hotel when we stayed,False
"amazing location, quick walk to the metro station.   McDonald’s next door   great friendly staff   easy check in and great facilities in the room  beds were super comfortable   rooms were spotless",True
N/A,False
"The location was great, it was outside the city centre in a quieter area. It was ideal for accessing the city centre as it was directly opposite the metro station. The staff were friendly and helpful whenever we needed them. The room was fantastic, it was clean, spacious, quiet and relaxing. We absolutely loved our stay :)",True
"Would prefer to have some way of contacting front desk rather than having to come downstairs. Otherwise, an absolutely wonderful place and experience.",False
"This was one of my favorite hotel experiences ever, and it’s all because of the design and the staff, the amazing staff. I don’t even have words to describe how wonderful this crew is, how kind, attentive, warm, helpful, and lovely they all are. My experience returning to Amsterdam was made infinitely more special because of them, and I am so grateful. Deepest thanks so Rishi, Ingrid, Selena, Serena, Lee, Elena, Gabriella, Magic, and everyone who made my stay so epically wonderful! You all are the absolute best, truly. Thank you for the care, the recommendations (Selena for Rotterdam, thank you!), and in generally just being so beautiful and diverse, such a picture of what I love the most about Amsterdam.  Please see my more extensive, detailed review for this property at TripAdvisor (more space to write than here at Booking).",True
It’s a 1 minute walk to the train station and only a few stops away from amazing places. The staff were extremely friendly and the rooms are a perfect size. Shower was nice and powerful and had a great 3 days here. Will definitely return!,True
"Very nice hotel, self check-in which is cool, nice and spacious room, the location is a bit far from the center but a 2 minute walk away is the metro that takes you to the center in 8 minutes. We had a lot of fun .",True
"Breakfast was really expensive, but that’s it.",False
It was a beautiful and clean room. The bathroom was really comfortable. I also liked the addition of the smart controls on the iPad.,True
there was no way to open the windows in the room,False
"The room, interior, breakfast, staff",True
Nothing.,False
"The room was lovely, the staff were extremely friendly, and the location was quiet and convenient, very easy and quick to get to the centre of Amsterdam.",True
Lights are not enough in the room at the sink. As per my girlfriend :),False
"Everything was great!  Good location, cozy room, friendly staff",True
"Fast check-in: no reception, no staff to ask for info",False
Position  Super comfortable bed  Big and nice room,True
"i can’t think of anything that I didn’t like, the only thing is the breakfast was a little bit expensive but it was very good so it was with the little extra money",False
"Everything was very nice and very clean,breakfast was also very very good",True
This review has been hidden because it doesn't meet our guidelines.,True
the breakfast needed something hot as option,False
smart hotel everything on iPad modern rooms with slick design and comfort,True
"There wasn’t anything i didn’t like, would have liked to see a bigger cocktail menu available to have for evening drinks in the hotel, and maybe flavoured gin options?",False
"Very clean, modern and great location for the metro station into the centre",True
The only thing that I didn’t like was that didn’t have a service room every day to bring clean towels and organize the room.,False
"it was amazing everything in the property, i loved the way how the room was, i loved the lotions and shampoos, the staff was very polite and nice. we recommend it definitely",True
"Everything. Especially the Marshall music box, amazing. Good stuff. The body wash had amazing fragrance and the self check-in is just convenient.",True
"everything is prefect, a bit far fro the center and need to take metro every time, but its not many time to go by metro, about 10 min and you are on the central station. The street is very calm and cozy as well",False
"The hotel has very cosy atmosphere , the lobby is very beautiful with bar and the place for relaxing or having drink  The room we have is upper floor and we had amazing view and big windows which are automatically closing when needed. the room has clever hoe and with this very convenient to turn on and off lights, to open and close window curtain or to play TV. As well the TV is very big size and can be connected to any channel and Netflix which is great!  we had a bathtub half in the bathroom and in the room so it makes the atmosphere very romantic. We liked the hotel very much!",True
the shower no privacy,False
clean and cozy and new,True
"Noisy neighbors, default room temperature is 22.5 degree celcius which is too warm and long to cool down to sleep comfortably",False
Price,True
This review has been hidden because it doesn't meet our guidelines.,True
"The self check-in was very interesting and new for me, the room was very comfortable and cosy. And i love to have a music box in the room.",True
"Breakfast could be more choices rather than few selection daily.  Rooms are rather cold as warmest temperature max at 24 degree celsius. Perhaps fresh air is being pump in to the room plus winter season.  A suggestion for hotel management: Periodic thorough room clean. During my stay, dust are all over the air when using hair dryer. Not pleasant for guest with dust allergy.",False
"Value for money as the room is spacious and feel comfy.  Room with smart control for tv, curtains, ambient and temperature.",True
We didn't have breakfast,True
none,False
all is really good . just great,True
Nothing it was great,False
Great room very clean  Good bathroom with a nice shower,True
"There are many pre-set options with the lights, but they can be a bit confusing if you want something other than the pre-set selections.",False
"Fabulous room with a great view, and a comfortable place to work. Because there are three lines which head into the old town, I was able to head out to grab food, take a walk, and catch the train back so easily. The downstairs bar has some tasty local drink options and a guitar you can borrow. The rooms are tech-advanced, with the ability to change lighting or window blinds or room temp. Sink and shower have lovely body wash options. And I was able to check my bags for the day when my morning flight was cancelled and I found I had another full day before my flight.",True
I loved the self check in and the rooms were so beautiful,True
The best and most modern hotel so far where have i been. Good price with ideal service. For the first time I enjoyed a hotel without stress or problem. I really recommend it and we will definitely go back there again.,True
the absence of recepcionists,False
everything is so modern,True
the beds were a little hard and some features were not working ideal but overall a great hotel,False
very modern premise at good location,True
"The breakfast was good, but there could've been some more variation. The breakfast is definitely on the pricey side for what is offered.",False
The room was very spacious and comfortable.  The location close to the metro station is super convenient.,True
I did try to look for something not to like but it was impossible 🤣,False
"Our room was absolutely perfect. can’t fault it. had everything we needed and more.   Bed and pillows was extremely comfortable, I loved the light levels, bathroom design made me feel I was in Architecture Digest, the technology pairing with our electronics meant we could have our “home away from home” with our very own, prime, Netflix and Disney streaming 🥹. Super clean, blackout blinds were heaven and I was happy that we got control over the temperature of the room (a must for someone who doesn’t deal well with the cold).  The food, although basic (as restaurant is not opened yet) was so fresh, delicious, and I felt John (staff) made it with all the love in the world.   The location was close to everywhere I needed to be and for friends to come and visit.   Sadly during our stay my son was very sick and the staff was so caring, and checking in if he was alright (it wasn’t covid and they knew that, yes they genuinely cared ❤️)   I usually stay every year (sometimes several times a year) in another hotel and I will be switching, I have already booked my next stay at Ruby 🤌🏻",True
still under renovation so food limited and top floor bar listed on website not yet open. otherwise loved the quirky design and gadgets in rooms,False
"modern, casual and trendy. Eco friendly visible. staff very friendly",True
"It’s a little far from the centre, but the subway is just around the corner",False
"The hotel is perfect, clean and the stuff is very helpful",True
"Some sort of maintenance manager came into the room one afternoon (after knocking) to ""check that the lights in the shower work"". It was a bit weird that it was during our stay and not before/after.",False
"Much nicer than the photos. Definitely amazing quality for the price. Nice, helpful staff. Very modern features in the building and room.",True
Having to go home,False
The room was great and really cool with speaker. Location was great on 3 metro lines. Staff were so helpful,True
"I would have liked some coffee in the room, not just tea.",False
The room was fantastic and warm. Could not fault it. The bed was comfortable and the shower was great too.,True
Nothing,False
"Our room in the hotel was amazing, the view and the hotel bar also. It is a pricier hotel but honestly for a short stay it's really worth it.",True
No telephone inside the room,False
everything is perfect,True
"every detail was included, i really liked the music box.",True
Location not central however just 4mins walk and 3 stops from central,False
"The room is very new, clean and spacious  Great service from front desk",True
"There was no telephone in the room, so every time we needed something from the room service we had to go down to the reception and ask for it. The cleaning ladies did not understand any English so it was hard to communicate with them, and they mainly said they don’t have what we asked for, so we had to go to the reception to get what we needed.",False
"The room is very beautiful, very modern and comfortable. There was no special view, but it was okay.",True
the wifi was unsecured so my device wouldn’t connect to it for security reasons - was very inconvenient,False
the room set up and it was quiet,True
"modern, clean.",True
recommended only for couples 😂 rooms are too romantic ( glass showers and all),True
a gym would make this a 10,False
"great hotel, close to metro station which has direct link to city. cool hotel with iPad and Marshall sound in your room.",True
nice and clean,False
very good,True
There is nothing to improve!,False
"My journey was PERFECT! That's all!!! ^^  The staff was hyper class, pro and friendlay, kind, available!  Garage direct under the hotel a must!  The minu music player great!  The private party during ADE was awesome. Staff at the bar awesome!  I really hope to come back.",True
super spacious room and modern look,True
The wifi was not good enough in the room. Rest was as expected,False
"Very good location. Supportive staff. Clean, modern and very comfortable. Recommended, I would come back with no issues",True
walls close on the outer glass on check out time to make the room totally dark. It feels wrong😶.  And the vending machine is not easy to use.,False
"Everything is perfect and amazing. Close to the metro.  MARSHALL Speakers in the room. Proper sound proof( but not from train, but still ok). Clean and very nicely decorated.",True
"Property should update information about parking. the garage which is located in the same building is not owned/managed by hotel.  Parking is managed by company ParkBee, suggest to book a space in advance via special website/app",False
"I liked everything about this hotel: location, design, room size, facilities, bed linen, room remote control.",True
No staff to help,False
The room  Easy check in and out  Location,True
shower room no privacy   restaurant closes at 8 pm,False
modern friendly staff,True
the temperature of the room was a little bit could. we couldnt go warmer then 24 degrees. and for the room it was kinda cold,True
"Not the best idea to have speakers in every room. I had problems with the room next door, playing loud music at unconventional hours. The staff helped with the issue but even though it’s a nice touch, speakers shouldn't belong in hotel rooms.",False
"Rooms with nice deco, friendly and helpful staff, easy to access location.",True
"There was no privacy in the shower area as there is no door, and there are see through windows. And the glass door near the sink was very dirty. As after people brush their teeth it stains the glass and is a little nasty.",False
"Great room, Has very nice style, and great control of the lighting on the tablet. The view out the window was good as well. Its also 2 minute walk from McDonald's and the metro station.",True
"There is a table in the room, but there is no chair for it. Also, it will be nice to have some spoons for tea in the room. Bike rental is a bit expensive, but you are not required to leave a deposit/id, and bikes are very comfortable and cool.",False
"Amazing atmosphere, fast self-service (check-in), super friendly staff, 2 Marshall audio systems in the room, giant bed, stylish room interior, iPad room controller, automatic window blinders, nice location (close to the subway station).",True
nothing,False
"its very clean, comfortable and high technology service starting with self check in",True
"Nothing really, maybe the view if anything? Our view looked onto construction which was happening but we didn’t specify the view. Apart from that very happy, especially for the price!",False
"The room was lovely, so comfortable when in it. The near by metro was easy to work out (we came from England) loved the bike rental right outside, made it easier to try cycling round Amsterdam. Really cool and lovely bar for having drinks before or after we went out. We really loved the shower too, could stay in there for hours!",True
Automatic light kept switching on and off in the night. Sometimes you could hear the trains passing by.,False
"Room was perfect, nice toilet, comfortable bed, nice TV sound and system. Well equipped all in all.",True
This review has been hidden because it doesn't meet our guidelines.,True
Funky hotel with friendly and accommodating staff.,True
No meal in bar tonight  Light control is a bit complicated,False
Modern and clean,True
lights were too complicated on the iPad,False
the room and hotel,True
no late night food service and I’d love it if someone cared for the plants they had inside as they were sad and dying also had issues with room service and a ridiculous accusations from them,False
beautiful place nice and modern loved it good drinks very helpful staff,True
The way the self check-in works was too technologically over-the-top : we had to register ourselves but things were not always clear and we had a problem with payment mean anyway... So we ended up asking multiple questions to the friendly staff member there. Would have been way easier and faster for us to check-in with human interactions rather than to play around with a smart tablet.,False
"The chamber was good, staff was friendly and the hotal was very close to a metro station with good metro regularity. Very convenient !",True
"The Lighting Automation was quite confusing, the pillows were so soft (not my type of pillows) but overall the bed was so comfy but a little small.",False
"Super clean, the hotel is very close to the metro station and in a quite area, the check-in process was very easy.  The room are is very sufficient, layout is great and lighting mood is superb.",True
The room was not clean enough. There was dust on the floor that stuck to some falen clothes. Small remnants of tooth paste on the glass in the bathroom. No brush to clean the toilet and no tissues left in the tissue box.,False
Super Nice smart home interior and modern overall design. Nice view from the sixteenth floor and spacious shower. Great connection to the city centre. Marshall Bluetooth speaker and beds were fantastic as well.,True
staff was amazing  great location,True
good,False
every thing,True
clean. new. good beds.,True
nothing,False
the smart control,True
Transparent bathroom,True
"Great location, mins away from the metro station, comfy beds and loved the room environment setter. The staff were also very helpful and amazing.",True
"The mugs in our room were dirty. We delivered them to the reception to get clean ones, we were told that we'd get them delivered to our room but it never happened.",False
"The rooms were lovely and the bed absolutely exceptional.  Staff is very attentive and willing to help. Location is pretty good too, just near a metro station. Would definitely come back and recommend.",True
No complaints,False
"Room, design, location",True
One one tissue left in the tissue box.,False
"Quick check-in, simple offer, good value overall. Metro only a few minutes walk away.",True
The water tasted a bit weird,False
"Big comfortable bed, nice big shower, very modern and nice working area on ground floor",True
Ceiling in the bedroom was a bit dirty.   Gave us 2 key cards and only 1 worked. Had to ask 4 times before someone who actually knew what they were doing fixed it.,False
The hotel was very modern. Everything from the check in process to the room controls. View from the bedroom was great too. Staff was friendly too.,True
No room service which is bad   No laundry  No iron in the room   Poor house keeping service,False
Alomst everything look amazing,True
"The room was looking super fresh with very modern good quality furniture and lighting.  The shower is one of the good things you can expect in this room, is large enough for two.",True
"Nice big room, and good location for TCS marathon & Centre of Amsterdam.",True
the check in system was a little bit confusing but the staff were happy to help .,False
the rooms were stunning and spotless,True
Facilities to be able to make a cup of tea at the end of the day to relax would have been great.,False
"Great room, excellent facilities, the iPad to control the lighting, tv, and windows was lovely. Located right near train station and very quick trip into city. Self check in and out was quick and easy.",True
Flawless,False
"Stylish, nice touches to make the stay even more comfortable.  Amp & electric guitars available from reception. Marshal bluetooth system.",True
"nothing, all perfect",False
"very stylish, cozy and great friendly athmosphere",True
no restaurant   no gym  breakfast,False
quite new  comfortable,True
Convenient clean very very good,True
design and comfort were top notch,True
Nothing,False
Everything was perfect!,True
No control on the AC.   The Bluetooth device is useless (at least with our 3 phones),False
"The room is amazing. The shower, the bed. The tv. Almost everything was perfect in the room.   Its calm, clean and relaxing. Asmart room is always a great thing (everything is controlled from a Tablet).",True
"is one hour walking distance to the center, but the road is really nice",False
"Súper confortable, the bed, the decoration, self check in!",True
"The toilet was not perfectly clean, there was some dust in the room",False
"Very cool staff, hotel location and room",True
"Overall I was pleased with my visit, but I think the only downside I can think of the hotel was the restaurant/bar and other sections of the hotel were still being built",False
The room was very stylish and modern and was very comfortable to sleep in. The bed was really comfy. It was a quiet location away from the centre of Amsterdam but there was easy access to the Metro which was literally a 5-10 minutes walk away from the hotel itself,True
TV didn’t work in the living room in the Executive suite for a couple of days but other than that perfect!,False
Excellent facilities and local amenities. Hotel and location was perfect!,True
"Breakfast wasn't very ""english"" but there was a mcdonalds across the road!",False
Loved how stylish and comfortable it was. So close to the station too.,True
it was just farther from city center than I realized but there is a metro station that helps,False
I liked how hi tech it was.,True
Self check in,False
The design of the room and all the features,True
the carpet and the couch were dirty,False
the view and the location,True
beautiful hotel with beautiful room. very high standards and luxurious atmosphere.,True
Nothing.,False
Incredibly clean and wonderful view (11th floor).,True
Over all it was great a stay,False
Very modern and comfortable.,True
Amazing nice hotel. Staff is fantastic! Bar is amazing and over all very very nice. Will be back!!!,True
The WiFi didn’t work  I didn’t have the breakfast as it was going to be €24,False
"Room was very nice, great layout, nice and dark and quiet",True
"The design of the hotel was incredible, the rooms were bigger than anticipated and the check-in process was easy to do as it was self-check-in. The location of the hotel is about out of the city, but right next to the metro station and it was easy to move in and around the city.",True
This review has been hidden because it doesn't meet our guidelines.,True
was a very beautiful hotel with excellent transport links,True
"smart features, lighting, design, touchless, lounge.",True
far from city,False
clean,True
-The breakfast buffet had very little choice of food  -The towels had a bad quality   -The room was not perfumed,False
"+The design of the room is elegant and luxurious  +The iPad to control the room ( lights moods, window and TV)  +The body lotion next to the body soap  +Comfy bed  +Close to the metro",True
nothing,False
modern and clean with an amazing shower,True
"no checkout necessary, just dropping off the keycard",True
nothing,False
"top class enviroment,i loved the equipments and amenities",True
no refreshments available in room.,False
everything except below,True
"restaurant was not working, only pizza",False
"very good hotel, we spent 4 nights. Metro station 5 min walk, train going to Central Station.   Hotel has good bar working till midnight.",True
Breakfast is way too expensive.,False
"Cleanliness, smart room",True
Drinks a little expensive,False
An en expected fab hotel. Great vibe. Cook internet. Environmental conscience.   Loved the room and bed.,True
pillow is very bad  tv is very old and not UHD,False
smart light system  bed  bathroom  lift,True
Continental breakfast was a little overpriced,False
"Location was very convenient, in a quiet neighborhood but 2 min walk to the metro with 3 lines stopping at the station. Hotel was well priced for the services and high quality of the rooms. Staff were friendly and always helpful.",True
Very friendly and helpful staff!,True
Great place to stay.,True
"Dirty electricity supply (close proximity to electric railways either side of hotel) and excessive WI-FI controlled devices in the room (window blinds, tv, climate control, lighting, on demand TV) and this excessive RF made it uncomfortable to be into room (for those of us sensitive to Wi-Fi - exposure to Gadolinium toxicity disorder / high blood copper levels etc). resulting in headaches and tinnitus only when in the room - No way of disabling it. If you have MCS (multiple chemical sensitivity)or EHS (electromagnetic hypersensitivity due to gadolinium poisoning or similar) I would recommend a B&B or similar where WI-FI can be switched off while sleeping, and a place away from electrified railway lines.",False
Good location,True
