review,positive
"As stated in previous comments, the hotel lobby isn't fantastic, but you don't sleep in the lobby. The room was clean and modern, with TV and wifi. The bathroom was also very clean. There is a shopping centre over the road including a Dirk, Albert Hein and Jumbo supermarkets. To get into Amsterdam centre we caught the tram which was just 5-10 minute walk. There is a bus from the airport which stops just outside of the hotel. I'd recommend this hotel especially if you're on a budget.",True
"I agree that the entrance looks old and shabby. A bit dull and lifeless sometimes but the rooms are great. The rooms are big enough. We were happy with the size of the room, the bathroom is big. The room is very clean and modern. Nice clean and comfortable beds, the pillows were a bit too high, had sore neck. Very quite at night even during the day but we were on the side facing the parking so I am not sure about the rooms above the Main Street. We had bikes, so its a good 20 minutes into the center of the city. They clean the rooms everyday and refill the coffee capsules. We paid around 300 euros for 4 nights. I think thats very cheap. I would definitely recommend this hotel. There is a supermarket across the street and a shopping centre, not so big. A few shops.",True
"Hotel was ok not great. Regular trams and buses nearby so it's easy to get around. When booking it said we'd be given the option to choose a double room or a twin room but never given that option so our couples holiday consisted of two beds. Staff at desk friendly, managed to get free late check out but at 11 a staff member started shouting at our door check out and also tried to come into the room. Also bed covers were stained despite apparently being changed. Didn't try breakfast. Cheap enough for Amsterdam but wouldn't stay again.",True
"When we arrived my first thought was I don’t want to stay here, the frontage of the hotel including the reception was very poor, not well decorated and very dated. The reception staff only confirmed our room number and the number of nights that we were staying then pontes towards the lift. The signage was good and we found are room which was a pleasant surprise, a good size with a good bath room and very modern and clean. The large window over looked a junction and traffic lights so noise was an issue. During our stay of 5 nights the staff did not speak to us again , did not engage at all. We thought we would try breakfast at an additional cost but we could not find the breakfast room. Therefore I would score this as ‘could do better’",True
"Stayed for 2 nights,,its ok but overpriced I think. Coffee machine not working reported it twice and it still wasn’t working when we checked out,,was woken the first morning at 7am by scaffolding being erected outside our room, reception is basic and employees just dressed in jogging bottoms and hoodies not professional,I honestly think it’s a 2 star and that’s all",False
"Firstly great location because trams go directly towards the main station and also to Leidseplein, Rijksmuseum, Rembrandt Square & Dam Square. The bus pretty much does the same but has an advantage because it can take directly transport you to and from the airport. The location of the hotel is fab because you are staying around Plein 40 and there are many shops, restaurants and also a supermarket. The hotel itself has fantastic and friendly staff. It was clean and tidy everyday. Staff knowledge to answer questions was fab. I would definitely stay here again. Well my next visit I will book the same hotel.",True
"This was located in a suburb and was under renovation! No info on that when I booked. Temporary front desk in middle of all construction. Staff was dressed in hoodies (not all), breakfast served in basement, dark no windows and flashing lights. The only positive was the room, it was one of the newly renovated. But, located on the ground floor and the big window facing the street and bus stop! And for the price I paid, it should delivered as a three star hotel (even if a company travel), this was a robbery!",False
"Stayed here for 4 nights in July and although there was no need to have much interaction with the staff, the front desk was polite and courteous. What was impressive were the new rooms and showers which we were told were all part of a major renovation project that was almost completed. Many aspects of the new rooms showed a lot of thought about the needs of the modern guest. The room was obviously very clean being so new. Didn’t have breakfast here, so can’t comment on that. In terms of location though - it’s a great spot to get to most of the usual suspects of Dam. Bus and tram stops literally just outside the hotel and it takes 20 mins on a bus to Amsterdam Central. Would definitely stay here again especially with regards to value for money.",True
"The hotel was under a huge facelift, which makes it hard for the guests to live with heavy dust during the stay. Elevator was so slow that we thought it was going to jam with us inside. The room I stayed was completely new, was totally reformed and very good inside, great size, great bathroom which was also very new. The room itself made the staying worth it.",True
the hotel decor was good. Its show a luxurious feeling. Meanwhile the bathroom was clean and comfortable. The room we live was used for only 2 people but its ok to stay within 4(because we brought one more sleeping bag). You can catch the 61 or 21 bus in station sloterdjik. You can see a supermarket and some restaurant nearby the hotel.,True
"After arriving in Amsterdam and having a turbulent first few hours where things were lost and bookings were cancelled, Pascal and Sarina came to the rescue. Very pleasant people to talk to and extremely helpful. The hotel is clean with excellent rooms in a rather nice and calm location. I would highly recommend this hotel and would 100% stay again! 5*+",True
"Stayed here for 3 nights in March, when we first arrived I was dreading going into it when i seen the outside of the hotel but i shouldn't have judged a book my its cover inside there was work being done but the rooms that were done were beautiful so modern with a coffee machine, we enjoyed our stay but wish I had booked somewhere closer to the city centre but over all it was a nice stay! I think itll be a great hotel when all finished",True
"The Hotel is in a predominantly Moslim area, 30 minutes to central by bus 21 or alternatively tram number 7 20minutes. We preferred the tram as you could alight close to he museums and sights. Purchasing a 24 hour ticket for trams or buses entitles you to multiple journeys throughout the 24 hour period and is good value. The Hotel was having renovations when we where there. Staff friendly and helpful",False
"Construction everywhere, inside the hotel, the sidewalk and the street, but the room was outstanding. Bathroom was small but very high class. Shower was large and very relaxing. Front desk staff extremely helpful. Only negative was that the internet was off line most of the time because of the street construction. Would highly recommend.",True
"Make sure you look in your bed for huge bed bugs before you sleep. Friends of mine in a different room had enormous bed bugs and were switched to two different rooms which all had bed bugs, and they ended up sleeping in the lobby of the hotel. Be careful!!!",False
"First thing I noticed after arriving to the hotel was that it is renovated and because of that very dusty. The noise from the street was easily heard. However, the worst started after spending the night there. Before 8 in the morning I started to hear a very very loud noises in the hotel. As I expected the noise comes from the renovation of the hotel. In my opinion this hotel should not be open during the renovation, if it is not able to guarantee the guests a silence, especially in the early morning. The noises made the sleeping impossible, and the same thing repeated every day I stayed in this hotel! Unfortunately, I would advise you to avoid this place...",False
"So when I was reading the reviews for this hotel I was so worried that it would be terrible! We got there and they were doing refurbishments, which is fine means they are sorting the problems out. Our room was really really lovely, modern and clean and no bed bugs like everyone said! The staff were also really nice Overall such a good experience for the price",True
"Although the hotel is not fancy from outside, the room is new, comfortable and big. Because the hotel is under renovation, everything is new in the room. Because of the renovation, there is dust so much. But, it wasn’t an issue for me, because the room was cleaned everyday very well. The bathroom is big and I especially like the shower. There is a coffee machine in the room. The breakfast is just 5 euros, which is good value for money. I would recommend the breakfast to everyone. The lady, who works at the breakfast room, is very nice. I also like the location ver much. Although It’s not in the city center, the hotel is just 20 minutes away from the city centre by bus. The airport is 45 minutes away by bus. The name of the bus stop is Plein 40-45. Bus stop is in front of the",True
The hotel doesn’t look very fancy from the outside and the lobby is kind of messy because they are having some maintenance done at the hotel. The check in was very quick and the reception staff was very helpful. We needed a taxi very early in the morning for the next day and when we came down it was already waiting for us thanks to the reception. The room was perfect!! 3 single beds as we asked for with a balcony ( 217) as soon as you walk in you can see that it is all new. Breakfast was terrible so we decided not to take it. You have a tram and bus stop right in front so it is very easy to get to the center. We would defenetly go back. Thanks to the hotel for the very nice room.,True
The staff is totally rude and unprofessional. I never had a treatment like that. This hotel doesn't respect it's customers. I'll never come back here again. I wish I had seen the rate in TripAdvisor before booking this hotel.,False
Over all we enjoyed our stay. Check in and out was quick and easy. Still a bit of work going on in the hotel but we had a newly refurbished room and it was really nice. Clean and comfortable. Very easy access to and from the city with bus and tram stop just outside. We didn't have breakfast here so can not comment. Nice shopping area across the road with daily market except for Sundays.,True
"After I'd booked this hotel I read the reviews - OK, I know I should have read the reviews first. However, had I read the reviews before booking then I never would have booked the hotel since they were horrendous. To my delight our rooms (a 3-bed room and a 2-bed room) were good, clean and comfortable and had obviously been recently refurbished. One negative I would say is that the beds were extremely hard to sleep on although one of my friends didn't have a problem with this. I did and subsequently didn't sleep well at all. We'd also booked to have breakfast during our 4 night stay and there was plenty of choice in the canteen type, self-service restaurant. Because of the ongoing refurbishments we had to take our lives in our hands as we walked down the stairs to get to",True
Came here on contiki. Bed bugs were so bad. Complained and was offered a new room. Woke up an hour later with bed bugs. We all ended up sleeping on the floor in the downstairs dining hall. Some people slept in their showers and still got bitten. Do not go here.,False
"Do not stay here! No amount of renovations will help! Bed bug infestations in all rooms we stayed in, every room was unbearably hot and muggy, no air conditioning & the hotel ran out of fans when they received complaints of how hot the rooms were. No fan in the bathroom, bugs on the floor & the walls were not clean. The lobby is unclean and full of timber, gyprock & building materials. Had to sleep in the downstairs dining room as no one on our tour could physically bare the heat from the rooms as there is no ventilation! The hallways smell and the carpets are very unclean! A young girl vomited down the hallway and it remained there for 2 days without being touched. Honestly, spend a little more money and go elsewhere, most people on our tour left and paid to stay at another",False
"Dirty. Old. No air conditioner. Elevator out of service. Unhelpful reception lady. Most terrible thing, bed bugsssss!!! This hotel should be closed! I've been traveling pretty much all over the world. This is the worst hotel I've ever stayed in. A clean hostel will be wwway much better than this if you are on a budget. The day we arrived is unusually hot. The elevator is out of service so we have to carry our luggage upstairs by ourselves. There's no air conditioner in the room. Only a useless tiny fan. Sweating the whole time in the room. The rat was running in the restaurant saw by my friend. I put my ring on the bed, and it's lost. I did not mean who steal it, but the reception lady is very unhelpful with an indifferent simple response when I was checking with her. But",False
The hotel itself is awful to begin with because when we got here it was under huge renovations and was filthy dirty. Not only this but have had to spend our 2 nights here sleeping downstairs in the dining room along the booths due to all the rooms being infested with bed bugs! The guy working on our first night told us that he only works there one night a week and so therefore he didn’t care. Do not believe that a hotel infested with bed bugs should be open at all! Needs to close until the problem is 100% fixed!! Would definitely not recommend this hotel to anybody!,False
I went on Contiki in June and there were bed bugs! I thought that it may be mosquito bites at first until one of the other girls in my group went to hospital for the bites and was told that it's bed bugs. Awful experience!,False
"A large group of us stayed here for two days as part of a tour. The first thing we noticed was that the lobby was inundated in dust from construction. Oddly during our two days it appears they never bothered to even sweep this. The rooms were something else, the first thing you noticed was the damp smell in the hallways and signs of construction around a few corners. Upon entering our rooms in the afternoon we were all shocked at the heat of each and every one of them. Despite Amsterdam being relatively cool and it being 17 outside the rooms were easily 35 inside. We noticed not even a small bed side fan was provided so asked the lobby if they could assist. They said no and didnt seem bothered. The worst part of all was yet to come, over half of our rooms for the tour had BED",False
This hotel is a big dustbin. The resturant tables are too dirty. street noise is in the rooms so the sleeping is not possible. No one is recommended to select it. The beetles are running in beds. And the guests are in risk of tick sting.,False
"This hotel is awful, when we arrived we noticed it was under renovation which we were not informed of when booking. The rooms and hotel were filthy and you could smell the drains. there was no air conditioning which meant leaving the window open all day with little effect. our room was 1st floor and there was a built in restaurant directly under our room which kept us awake until the early hours. This hotel should have been closed until renovated, the owners obviously only care about money and not customer satisfaction. when I complained about the smell I was given a can of air freshener and we couldn't get a refund as the manager was unavailable until the next day.",False
"Not so far from the center of Amsterdam, you have the tram stop in front of the hotel, at few steps, you can reach the center or the airport easily. This cute hotel is for guys without claims, I have been here already two times, the first was on 2000. But after many years i found the hotel almost in the same conditions. Cheap hotel, but i will not recommend for family.",True
Upon arriving in Amsterdam it was very clear to us that there was a definite cultural difference. This was made adamant to us when we checked in to the notorious hotel nieuw Slotania....a steaming pile of dung in the middle of our room. Despite cleaners being available this evidence was merely hidden by a sparkling white towel and some budget toilet paper. The dung was not removed despite requests to members of staff. As if the non Andrex toilet tissue and pile of excrement was not enough the fact that the hotel is undergoing a hefty renovation project is a bit undesirable. Perhaps as a suggestion they should upgrade on the privy first!,False
stayed here last week all though the rooms are shabby and in need of a renovation we found them clean and tidy(exept the chairs in the room was fully of stains and blood) had clean towels every day and found all the staff friendly and helpful.. you get what you pay for,True
"Well what can I say ! We weren’t advised of any renovations when booking, which you cannot miss from the moment you walk through the boarded up doors of the hotel. There’s dirt and dust everywhere, The rooms are old stanined with I’m not sure! There’s a funny smell from the bathroom which wasn’t pleasant. People drinking and smoking in the corridors which is not allowed. On a good note transport connection to the centre was good with trams and buses outside the hotel.",False
"My two friends and I travelled to Amsterdam last weekend, for a hen party. We were booked to stay in this monstrosity for two nights. We arrived on Friday night and immediately saw that one of the main doors to the hotel was boarded up. Not a great first impression, whatever the reason for it. We walked into the hotel reception and there was a member of staff sloshing what appeared to be a mop bucket full of undiluted detergent, onto the floor. We were greeted by an affable man on the reception desk, who checked us in, informed us where the breakfast room was and reminded us of the no smoking policy. There were signs in reception, advising guests that there were some renovations being carried out in the hotel. The reception area looked run down, but we just put it down to the",False
"Booked 5 nights in Amsterdam, but didn't want to be to close to the centre so saw this hotel. 3 star, Breakfast and a safe in the room included perfect. Like a lot of others have said the area was very shady and rough. I thought the hotel would be better so was still optimistic. The entrance looked quite posh. The city tax was paid which was like 35 euros and was handed the keys. The further I went up the building the more it looked like a London council block of flats it became. There was people drinking in the hallways the decor was dated and tired. My optimism was slowly going and knew I had made a mistake with this place. I opened the door to my room to be greeted with a small box room with a tv and one small table and a fresh fragrance of sewage. The safe... well if",False
"This was the most nightmarish stay I've ever had anywhere. A little leniency given as they are going through renovations however, let me start with the room. Small, cramped, dated. Very musty, air quality is awful. Rooms are more like hostels with two bunk beds crammed in. Railings on top bunks are low and very unsafe. Holes in bathroom doors/walls etc and cracks in mirrors, it feels like you're living in a horror movie. Our blankets were stained, mine was stained brown/red and my friends' was stained in yellow. When I showed housekeeping there were no apologies, just another slightly less stained blanket was brought in return. Definitely some sort of pest, whether it be bed bugs, fleas, mites or something similar in the mattresses. I woke up with several bites on my legs.",False
"Staying in this hotel for one night was good. Although the room and hotel itself stunk, the room was fairly clean and the bathroom seemed to be updated. It didn’t seem to be the nicest area and it wasn’t close to the city centre so we found ourself riding the bus all too frequently. We left our bags at the hotel to go exploring and that is something I wouldn’t do again or recommend unless you’re a very trusting person. Anyone that stores a bag has access to the storage room which means any person with access could grab your bag a walk out! Likely our bags were still there at the en did the day, but I was concerned about it all day. Reception people were very nice and spoke good English.",True
Got beaten by bedbugs. small rooms and not clean at all. very cheap for amsterdam but lacks of essential services for the visitors. 30 mins from dam suare by tram... the only good thing was the heat... warm room all day average bathroom BED BUG .... BE CAREFULL!!!,False
"The first impression from pictures was great, but the reality is so bed, Shame for you! From my point of view such a hotel mustn't exist in Holland. The stair ways are so messy and dirty, don't wanted to touch the handles. Hall and room smell terrible. It was the worst Hotel and worst night in my Life ! Shame for you!",False
"Would rate 0 if possible. We arrived here on Friday morning, was surprised by the seemingly rough area we were based in , litter and graffiti all over the roads. However check in went smoothly, and we went up to our room. Now ... as soon as you get past the doors upstairs is where the dirty ness starts. The halls are unclean and haven’t been painted in years, woodwork falling apart and paintwork flaking away. Not to mention the carpets are ripped and desperate for replacement. The room itself we found basic but ok. Noisy from students drinking and the busy road right outside. Bedsheets clean (although we did wake up a little itchy and you don’t get much of a pillow so neck aching.) We were very impressed with the bathroom, shower nice and pressured and clean. You get a safe",False
"This hotel is clean and neat on the inside , the GREAT POINTS : - Has baggage storage - Cool breakfast area - nice wood finishes - very lovely bathrooms - free amsterdam maps - lovely receptionists - directly opposite the markets and mall - close to HALAAL food cons: - the rooms are a tad small which is ok for the price - the passages are super super long so it takes ages to get to your room if its at the end of the passage LOL but not bad All in all i loved it",True
"The hotel is fair for the price. Clean rooms, sheets and nice people. Really close to the tramm that gets you anywhere in the center of the city in 20 min. Has a supermarket and a bakery nearby. breakfast is expensive though",True
"We went to this hotel with 4 persons because of the low price on Booking.com. The entrance is very pretty, but that doesn't last long. We couldn't enter our room until 14 pm, and when we did.. it wasn't cleaned yet. Beds weren't made and we had wet towels. The cleaning service passed later while we went to visit Amsterdam. In the evening, we couldn't put on the light for some bizarre reason. At night, there was a lot of noise thanks to the students in the hotel. The emergency door was open all time at night and we had to close 2 of them. The room was not according to the pictures we saw. Though staff was friendly and helpful.",False
"You get what you pay for. I'd call this a hostel rather than a hotel though. The continental breakfast isn't too bad though although the rooms could be a bit larger. The good thing about it is it is really close to public transport, convenience stores, ATMs and restaurants. The wifi is pretty good however.",True
"Bit old. Carpets need replacing. Cheap and cheerful. Room was clean and came with a fan. Large bathroom. Would stay again. Needs a toaster in breakfast hall. Night staff very nice, shame day staff didn’t hand over that we was arriving at early hours.",True
"very dirty hotel, beds full of insects (mites and fleas), no daily cleaning of the room. not to recommend it absolutely. Our bodies are full of insects bites. There is a Strange smell on tue entire hotel but insects are the worst thing",False
"Stayed for two nights as a group of three, room was clean but a little bit on the small side, as we were not in the room that much it wasnt a major issue. The bathroom was quite modern and clean. From the outside it looks a bit old and dated but dont judge a book. Reception staff were lovely who held our bags for us before check in and after check out. Good transport links with trams and busses on the doorstep. Roughly half an hour into the city. Didnt eat at the hotel so cannot comment on that.",True
"I stayed here for 2 nights as part of a group of 50 or so travellers on a Contiki trip. This hotel was selected as the Amsterdam accomodation. We each had quad share rooms. The rooms themselves were tiny. There was no room to move or put your belongings down. This hotel is very much more what I would describe as a hostel than a hotel. In any event, for a budget price I can accept a small room. Also, bathrooms were actually quite good. The horrific part of the stay was that we had bed bugs. And not only did we have bed bugs, most other rooms also had bed bugs. Another 2 groups of 4 had bed bugs not only in their original and replacement rooms. Of these groups, one was offered 2 fresh rooms and found bed bugs in both. The second group was offered one room which also had bed",False
"Too excited to be in Amsterdam, we were very clear we wanted to stay close to the main square and the tourist places. Nieuw Stotania was once such hotel close to IBIS near the railway station. What amazed us is once you step out, you can see the canal and also an array of parked bicycles, never in my life have I seen so many bicycles parked there. The hotel lobby is nice. The rooms are extremely small, just like any other budget hotel. The rooms were clean though and well maintained. The bath room extremly cramped though. It will be difficult for a heavy person to poop with the door closed. The hotel was close the Amsterdam Square and places like Casa Rosa are at walkable distance from the hotel. It is quite safe as well. I actually did not like the public urinals which were",True
"Read reviews so you know what to expect Not a 3 star hotel standard (uk standard) worse hotel I have ever stayed in ! Yes it’s cheap but if I had know standard I would not of booked see pictures of our room and this was after we had been moved as stains on bed and horrid smells in first room they gave us ! Rooms tooo hot , very noisy ! You get what you pay",False
"The reviews do not lie! This is the worst hotel in Amsterdam and possibly Western Europe! Firstly and most importantly, there are absolutely no positives whatsoever about this hotel! IT SHOULD BE SHUT DOWN! IT IS THAT BAD! You could not pay me to stay here again! It is so bad that I am taking this up further to see this hotel get at least fined or preferably shut down! Nobody should have to stay here! The first thing that greets you is the horrifying and putrid smell. The entire hotel smells like urine and it is seemingly a joke to patrons to just ignore it. The carpets in the hallway have never, ever been cleaned and are stained heavily with urine, dirt and god knows what else! (see photos) The walls are also stained. In my room were stains that I am positive were semen.",False
"I came here during a contiki tour and found that the rooms were well sized and were clean, tidy and modern! The hotel itself was pretty basic and run down, there wasn't much too it but we didn't spend too much time at the hotel. Our tool was nice and that's all that matters! Would come here again!",True
"This hotel is definitely for those who are fine with the basics. We chose it mainly based on cost and accessibility into central Amsterdam. I would say for our stay that it wasn't quite worth the money we paid, but the transport links from the hotel are regular, reliable, and overall very good. The hotel could do with a bit of a facelift and feels a bit tired with a hostel rather than a hotel vibe to it. I think the photos capture it in its glory days; the interior is a bit shabby, and as other reviews have mentioned, the carpets are worn and dirty, and our corridor smelled of mould. Our room was functional - the beds were comfy (although we were expecting to receive a double room and instead received a twin room), and the bathroom was clean with a good shower. We were",True
"The reason we booked this hotel was the price as it was in the cheaper price range for Amsterdam. Positives - price (for Amsterdam), excellent public transport access to airport and city centre, comfy bed with clean bedding Negatives - Noisy due to being next to busy road, being above shops and due to noisy guests. Smelly room due to smell drifting up from food outlets below and smokers outside if windows were opened. Smokey in corridors too. Room was ok regarding cleanliness but the corridor carpet was filthy. Overall it's a very tired hotel in a tired part of Amsterdam. If you go wanting a cheap room with easy public transport access you'll be ok. But if you want anything more you'll be disappointed.",False
Was handy that there was a tram stop outside the hotel however that is the only positive. When we first entered our room there was a strong musty smell that we couldn't get rid of. On the first night had woken up in the morning to be joined with bugs around the bed. With further inspections saw that there was a small blood like stain that was under my pillow. Because of the state of the room we tried to stay out of it as much as possible. I have come home to wake up covered in bites from the bed so BEWARE OF BED BUGS.,False
"We liked the good public transport to and from the hotel. The breakfast for 5€ was good What we needet at the reception desk,we got. But we didnt like the mold, or that you couldnt hang a towel, couldnt clean the toilet, opening a window is a olimpic sport category. Also some guests were smoking pot...",False
"I stayed here for two nights during a three week trip around Europe. I stayed in a four bed room and I was pleasantly surprised to find it in a nice and clean condition, with a good sized bathroom. With two bunk beds and three of us sharing the room, there wasn't much space, but this was to be expected on a budget tour. There was also a safe in the room which gave me peace of mind when leaving important documents and belongings in the hotel. As we travelled as a group, we received an evening meal when we arrived and breakfast on both days, both of which I enjoyed. The hotel is a little far out of the city centre, so we relied on the coach or taxis to take us to and from the main city.",True
"Walls, curtains, corners, radiator were so dirty I had nightmares at night. The trash in the bathroom was full when we arrived and the keys from previous guests were under the bed. The towels were old and worn out. The area has nothing to do with Amsterdam and is far from center. Cheap but disgusting",False
"We spent 3 nights in the hotel, the receptionst was so unfriendly, we arrived app. 20minutes prior check in time and she just told us to sit down and wait. We've been waiting for about 35 mins but she did not warn us to come and check in, although a very few people were walking around the area. Fire alarm started to ring at about 1 am TWICE while we were sleeping, I went down to reception and they told me 'Someone was bathing and it is only the steam'. The steam? Come on.. The windows of the room were dirty, like someone just left their vomit on them. Breakfast was fine",False
Stayed here for 1 night only and couldn't rushed out of there quicker in the morning. Room looked like prison cell with bare walls and uncomfortable bed. Shower room was OK in comparison to the bedroom. Reception staff could not care less and welcomed us with 'you are late' on arrival!!,False
"Stayed here with contiki and on my last morning in the room, I discovered bed bugs. I brought one down to reception and received no apology for the infestation, just ""we'll spray the mattress when you leave"". I'm now covered in bites and left with a sour taste in my mouth. Highly recommend checking your sheets before you sleep or sleeping in a sleeping bag of some sort if you're there with contiki - otherwise, avoid it! Bathroom had a really nice shower though.",False
"Arrived early before the normal 2pm check in and room wasnt ready (which was expected). However, we were given another room which was available. The room was well presented. Beds were comfy. Bathroom was recently upgraded and very modern looking. However, the room was far from ready as the shower (which was not used) had orange/yellow coloured sand on floor of shower and was not cleaned the whole time we were there. A tile from the ceiling that was an access panel to the air conditioning unit contained in the ceiling was left open upon arrival and again was not closed or dealt with. The plasma tv attached to the wall had access to Netherlands channels as well as the normal British channels (including TLC, BBC ONE etc). However, only one channel really worked and that was TLC. As",True
BED BUGS..... I was in room 169 (above takeaway) and after approx. 45mins of sleep I was woken by bed bugs crawling all over me. The room was too warm and clearly unhygienic. Steer clear at all costs. The manager is well aware that this is a problem and does nothing about it. Thankfully the evening receptionist was able to relocate me to another hotel in the small hours of the morning.,False
"Stayed as part of my contiki trip. Room seemed to be recently upgraded, especially bathroom. Hallways very dated with stained carpet and smell. Good breakfast and very helpful staff. Good wifi in rooms and reception.",True
"The floor boards in the room were broken. There was a bit of a funny smell. There was free wifi. It is located by public transport so getting in to the main part of town is easy. The breakfast was not like you would get in Canada or the USA (ie it's not like a continental breakfast). I stayed here as part of a tour. If I go back to Amsterdam, I will not stay here.",False
"Stayed here with a friend to begin interrailing. Room was very hot and no air con, and the staff were generally unhelpful. The location was also poor - to get to the city centre of Amsterdam you need to take a bus or tram which takes at least 30 minutes. That said, our room was very clean and the bathroom was actually surprisingly luxurious for a hostel dorm. Although Amsterdam is a notoriously expensive city, you can do better for the money.",False
"The hotel is located at an extremely busy intersection so expect alot of noise.You can get the bus to the airport right outside the front door.The hallway was noisy while we were their due to ongoing renovations.The wi fi was free and with a good signal. The room was clean, the shower was very nice and modern. The room was cleaned daily",False
"I stayed there for 2 nights for a last minute business trip, as most of the hotels close to the city were booked up. The location is average, you must take a 30-40 minute tram/bus to reach the city centre. The room itself is basic enough, no kettle which I think should be included for over 100€ a night! The room was clean but the hall is very dirty. The carpet is terribly stained, the paint is chipped off all the walls and it has a very weird smell. There is also no air-con which makes it impossible to sleep in nearly 30 degrees weather. Opening the window is also very uncomfortable as the main road is very busy. I tried to contact this hotel by phone and it took over FIVE calls to get through to them! It is supposed to have staff on reception 24/7 but you often have to wait a",False
"Good points, clean room, bed linen, towels, comfy bed, and helpful staff. As for the rest, to say this hotel is rundown is an understatement. There is a bar that doesn't look as if it has been used for years. What looks like a conference/ballroom cordoned off it is stacked with mattresses. The corridor carpet is filthy, and I do mean filthy. The place you eat your breakfast is in the basement, dull, brown, poorly lit, and the flooring taped down. No air con, no tea/coffee making facilities, and no fridge. This hotel needs money spending on it!!!! Do I need to continue? I think not, just don't go there!!!!!",False
"I stayed there for two nights this week. It's not bad, but it's not great either. The rooms are extremely hot at night and very stuffy. It's mainly filled with kids on contiki tours, so if you're young, you'll enjoy your stay. I don't think it's pleasant for older people. It's a decent hotel if you're only in the city for a short stay.",True
"This hotel is not located conveniently in Amsterdam for the price. The room was constantly hot with no airflow to it, even with the slight opening on the window it had which made it impossible to sleep. It was very small, and very uncomfortable. The hallway to our room was so long it is hard to describe. The bike hire was expensive and the bikes are not maintained and had to swap bikes 3 times due to things going wrong with them. The member of staff on the front desk were helpful but the eftpos machine did not work so we had to pay cash which was inconvenient, and one member was sitting on the couch with his iPad and earphones in and we waited for service but they were non attentive. Overall unsatisfied.",False
"I must be mad by paying 80€ for a bed in dorm!! Hotel was old and not clean, room is just barely functioning. You pay only for a bed, there is not even a place to put your bath tower in the toilet... To be fair the location is okay. It has tram link to city centre (dam square), although you need sit on the tram for a good 1/2 hr. If I visit AMS next time, I will definitely look for other options.",False
